plotid,site,latitude,longitude,richness,region,A1depth,clay,silt,sand,gap_fraction,LAI,Acer_spicatum,Amelanchier_spp,Aronia_melanocarpa,Carpinus_caroliniana,Comptonia_peregrina,Cornus_alternifolia,Cornus_racemosa,Corylus_americana,Corylus_cornuta,Crataegus_spp,Diervilla_lonicera,Dirca_palustris,Euonymus_altana,Euonymus_spp,Hamamelis_virginiana,Lonicera_canadensis,Lonicera_reticulata,Lonicera_rotifolia,Lonicera_spp,Ostrya_virginiana,Prunus_americana,Prunus_pensylvanica,Prunus_serotina,Prunus_virginiana,Rhamnus_cathartica,Ribes_americanum,Ribes_cynosbati,Ribes_spp,Rosa_multiflora,Rubus_alleghaniensis,Rubus_idaeus,Rubus_occidentalis,Rubus_spp,Sambucus_nigra,Sambucus_racemosa,Staphylea_trifolia,Vaccinium_angustifolium,Vaccinium_myrtlloides,Viburnum_acerifolium,Viburnum_dentata,Viburnum_lentago,Viburnum_rafinesquianum,Viburnum_trilobum,Zanthoxylum_americanum
DH4-3,DH,45.922604,-90.10787,4,N,8.54,2.413030364,17.29989946,80.28707018,,,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DH4-4,DH,45.922789,-90.1076151,3,N,3.94,4.446240905,16.39337106,79.16038804,4.645,3.44,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DH5-1,DH,45.922959,-90.106369,1,N,3.58,2.425222312,19.41438965,78.16038804,5.01,3.57,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DH5-2,DH,45.922685,-90.106777,2,N,8.99,2.415458937,15.30563607,82.27890499,4.022,3.67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DH5-3,DH,45.922298,-90.16454,3,N,16.58,2.410122515,17.27760594,80.31227154,4.089,3.85,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DH5-4,DH,45.922923,-90.105962,2,N,5.01,4.418557943,14.26917052,81.31227154,3.622,3.85,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EH1-1,EH,43.084347,-89.443087,5,S,16.13,5.902707104,28.44541014,65.65188276,7.555,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
EH1-2,EH,43.084422,-89.443627,4,S,11.62,5.885934646,44.59340369,49.52066166,7.275,2.9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
EH1-3,EH,43.084333,-89.443694,5,S,16.92,3.822937626,23.04969819,73.12736419,4.662,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,2,0
EH1-4,EH,43.084136,-89.443985,5,S,12.69,7.834471675,65.20405785,26.96147047,5.977,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,0
EH2-1,EH,43.084136,-89.443985,3,S,11.65,7.806244996,70.95988791,21.23386709,3.058,4.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
EH2-2,EH,43.084636,-89.443505,2,S,3.33,9.865109724,78.45011073,11.68477954,4.059,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
EH2-3,EH,43.084581,-89.443255,5,S,3.14,7.842348683,69.29525437,22.86239694,4.22,3.81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0
EH2-4,EH,43.084684,-89.443766,6,S,2.8,7.897934386,67.78894289,24.31312272,6.931,3.47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
EH3-1,EH,43.084651,-89.443544,4,S,9.48,5.874012558,70.82898521,23.29700223,5.501,3.7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
EH3-2,EH,43.084727,-89.443739,4,S,15.83,11.92642005,79.80851021,8.265069739,4.523,3.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EH3-3,EH,43.084561,-89.444016,1,S,2.71,3.84537543,71.76929771,24.38532686,4.99,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EH3-4,EH,43.084544,-89.444176,3,S,5.18,3.861788618,55.82357724,40.31463415,2.665,4.26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EH4-1,EH,43.084766,-89.443584,2,S,8.51,7.850241546,79.43333333,12.71642512,1.935,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EH4-2,EH,43.084909,-89.443733,3,S,11.03,9.931090393,66.84706121,23.2218484,11.467,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0
EH4-3,EH,43.084724,-89.443936,6,S,4.8,7.864488808,69.50189554,22.63361565,2.453,4.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0
EH4-4,EH,43.084716,-89.444286,3,S,4.69,5.845595646,64.42513606,29.72926829,5.057,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EH5-1,EH,43.085026,-89.443736,2,S,7.39,7.828181453,63.14134886,29.03046969,2.95,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0
EH5-2,EH,43.085144,-89.443981,4,S,3.7,5.86688246,54.55498685,39.57813069,5.075,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,5,0
EH5-3,EH,43.084921,-89.444407,2,S,11.8,2.818602778,19.53819207,77.64320515,3.626,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
EH5-4,EH,43.084868,-89.444193,2,S,10.3,5.890717042,52.75711964,41.35216332,6.869,3.21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
KS1-1,KS,45.839319,-89.676144,1,N,9.28,3.618090452,15.88844221,80.49346734,4.404,3.41,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS1-2,KS,45.839315,-89.676382,1,N,19.21,5.692213865,19.15568205,75.15210409,1.826,4.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS1-3,KS,45.839124,-89.676337,1,N,13.04,3.646677472,28.18379254,68.16952998,2.262,4.69,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS1-4,KS,45.839291,-89.676403,1,N,10.9,3.620273532,23.94416734,72.43555913,2.621,4.67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS2-1,KS,45.839204,-89.676251,1,N,10.59,5.687588869,13.04399756,81.26841357,1.777,4.83,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS2-2,KS,45.839638,-89.676086,1,N,15.36,3.649635036,20.09781022,76.25255474,3.338,3.88,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS2-3,KS,45.839245,-89.675824,1,N,13.91,1.622388968,25.15822348,73.21938755,1.479,5.28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS2-4,KS,45.83908,-89.676304,1,N,15.46,3.619545546,15.895556,80.48489845,2.466,4.89,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS3-1,KS,45.839447,-89.67578,1,N,19.51,3.63856883,26.09569436,70.26573681,1.831,4.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS3-2,KS,45.839425,-89.675967,1,N,11.46,3.610832497,25.88304915,70.50611836,2.293,4.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS3-3,KS,45.839421,-89.675782,0,N,11.71,1.625685836,27.24308067,71.13123349,3.813,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS3-4,KS,45.839447,-89.675888,1,N,9.08,1.625025391,21.13784278,77.23713183,2.517,4.6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS4-1,KS,45.83928,-89.675711,0,N,16.58,3.636363636,24.05858586,72.30505051,2.851,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS4-2,KS,45.839061,-89.675467,0,N,14.84,3.635629166,15.97418703,80.3901838,2.494,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS4-3,KS,45.839203,-89.675592,0,N,9.07,3.626107977,30.02917002,66.344722,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS4-4,KS,45.839295,-89.675488,1,N,12.23,3.618817853,11.87108967,84.51009248,2.034,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS5-1,KS,45.83938,-89.675152,1,N,28.51,3.610108303,11.83818692,84.55170477,4.91,3.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS5-2,KS,45.839264,-89.675327,0,N,18.23,3.627569528,23.99604998,72.37638049,3.536,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS5-3,KS,45.83925,-89.675161,0,N,13.74,3.639304488,24.07949858,72.28119693,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS5-4,KS,45.839166,-89.675652,1,N,28.45,3.634894992,26.06752827,70.29757674,4.239,3.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL1-1,LL,46.05049,-89.458586,0,N,5.04,6.42957605,27.34048624,66.22993771,5.913,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL1-2,LL,46.050257,-89.458682,3,N,27.82,6.42957605,23.32200121,70.24842274,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL1-3,LL,46.05046,-89.458741,2,N,26.39,4.457953394,24.54772036,70.99432624,6.357,3.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL1-4,LL,46.050295,-89.458598,2,N,28.34,4.422110553,30.36281407,65.21507538,5.97,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LL2-1,LL,46.050502,-89.458754,1,N,8.44,4.472453751,28.70058955,66.8269567,4.649,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL2-2,LL,46.050313,-89.458911,1,N,21.6,4.480651731,30.79389002,64.72545825,3.874,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL2-3,LL,46.050284,-89.458913,2,N,24.84,4.442649435,38.59159935,56.96575121,4.662,2.82,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL2-4,LL,46.050111,-89.458784,3,N,7.18,4.43190975,34.46398066,61.10410959,8.29,4.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LL3-1,LL,46.050326,-89.459126,0,N,30.68,2.414001207,15.29567491,82.29032388,3.721,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL3-2,LL,46.050301,-89.459087,2,N,16.34,4.400880176,36.20768154,59.39143829,4.7,3.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL3-3,LL,46.05026,-89.459453,2,N,8.44,3.60432519,47.05863036,49.33704445,5.348,4.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL3-4,LL,46.05056,-89.459294,3,N,14.92,1.614205004,32.29120258,66.09459241,2.507,3.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
LL4-1,LL,46.050275,-89.459393,4,N,13.76,1.603527761,34.0767288,64.31974344,3.477,3.99,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LL4-2,LL,46.050162,-89.459357,3,N,19.39,1.614205004,30.27344633,68.11234867,3.067,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LL4-3,LL,46.049973,-89.459365,3,N,29.31,1.620089105,20.26115836,78.11875253,4.884,3.83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LL4-4,LL,46.049941,-89.459405,3,N,16.11,3.600720144,33.00696139,63.39231846,4.118,3.94,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LL5-1,LL,46.050158,-89.459667,1,N,8.9,1.625025391,46.73199269,51.64298192,4.108,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LL5-2,LL,46.050216,-89.459506,3,N,15.78,1.623047271,22.32842362,76.04852911,3.16,4.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LL5-3,LL,46.050029,-89.459604,2,N,18.77,1.603206413,24.0496994,74.34709419,3.277,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LL5-4,LL,46.049916,-89.459453,2,N,23.29,1.622060016,28.39708029,69.98085969,1.52,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW1-1,MW,43.452271,-89.815857,1,S,11.31,6.605284227,72.96100881,20.43370697,1.257,5.58,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW1-2,MW,43.452177,-89.815795,1,S,12.31,8.618961716,74.07241932,17.30861896,1.372,6.42,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW1-3,MW,43.452228,-89.815689,1,S,14.41,8.631071859,66.15363308,25.21529506,1.113,5.82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW1-4,MW,43.452033,-89.815586,0,S,13.58,8.636272344,70.21295441,21.15077325,1.27,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW2-1,MW,43.451936,-89.815856,3,S,12.76,8.674601574,68.52630623,22.79909219,2.373,5.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MW2-2,MW,43.452121,-89.815741,3,S,8.5,8.618961716,74.07241932,17.30861896,1.9,5.87,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MW2-3,MW,43.452019,-89.815534,1,S,22.33,10.67902478,79.52772517,9.79325005,1.16,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW2-4,MW,43.452071,-89.815391,1,S,14.52,10.64470777,73.22982527,16.12546696,1.135,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MW3-1,MW,43.452848,-89.815853,2,S,15.45,8.625877633,70.12326981,21.25085256,1.525,5.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MW3-2,MW,43.451794,-89.815686,2,S,5.67,8.613782051,76.02852564,15.35769231,1.547,5.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MW3-3,MW,43.451827,-89.815693,1,S,16.66,8.632804658,76.20592251,15.16127284,1.598,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
